id,value,created_at,updated_at
982,"26213,13106,13106,13106,13106,13106,26213",2019-07-07 05:11:37,2019-07-07 05:11:37
983,"13124,39345,13131,39,26213,26213,13106",2019-07-07 05:16:54,2019-07-07 05:16:54
984,"19660,32767,6553,6553,19660,19660,6553",2019-07-07 05:17:18,2019-07-07 05:17:18
985,"19678,32791,6578,6593,19660,19660,6553",2019-07-07 05:19:35,2019-07-07 05:19:35
986,"13124,26237,24,39,13106,13106,13106",2019-07-07 05:25:03,2019-07-07 05:25:03
987,"32767,19660,6553,19660,6553,6553,6553",2019-07-07 05:25:16,2019-07-07 05:25:16
988,"19660,32767,19660,6553,19660,19660,19660",2019-07-07 05:25:33,2019-07-07 05:25:33
989,"19678,32791,19685,6593,19660,19660,19660",2019-07-07 05:27:46,2019-07-07 05:27:46
990,"26213,26213,13106,13106,13106,13106,13106",2019-07-07 05:28:17,2019-07-07 05:28:17
991,"26231,26237,13131,13146,13106,13106,13106",2019-07-07 05:30:31,2019-07-07 05:30:31
992,"13124,26237,13131,39,13106,13106,26213",2019-07-07 05:33:16,2019-07-07 05:33:16
993,"19660,19660,6553,6553,6553,6553,19660",2019-07-07 05:33:40,2019-07-07 05:33:40
994,"19678,19684,6578,6593,6553,6553,19660",2019-07-07 05:35:58,2019-07-07 05:35:58
995,"19660,6553,6553,6553,19660,19660,19660",2019-07-07 05:55:19,2019-07-07 05:55:19
996,"13124,26237,24,39,26213,26213",2019-07-07 06:03:16,2019-07-07 06:03:16
997,"17,39345,13131,39,26213,13106",2019-07-07 06:22:20,2019-07-07 06:22:20
998,"6553,32767,6553,6553,19660,6553",2019-07-07 06:22:51,2019-07-07 06:22:51
999,"6571,32791,6578,6593,19660,6553",2019-07-07 06:25:06,2019-07-07 06:25:06
1000,"19660,19660,6553,19660,19660,6553",2019-07-07 06:41:55,2019-07-07 06:41:55
1001,"6553,32767,19660,6553,32767,19660,6553",2019-07-07 06:42:08,2019-07-07 06:42:08
1002,"6571,32791,19685,6593,32767,19660,6553",2019-07-07 06:44:25,2019-07-07 06:44:25
1003,"13106,26213,13106,13106,26213,13106",2019-07-07 06:44:56,2019-07-07 06:44:56
1004,"13124,26237,13131,13146,26213,13106",2019-07-07 06:47:09,2019-07-07 06:47:09
1005,"13106,26213,26213,13106,26213,13106,13106",2019-07-07 06:53:04,2019-07-07 06:53:04
1006,"13124,26237,26238,13146,26213,13106,13106",2019-07-07 06:55:24,2019-07-07 06:55:24
1007,"19660,19660,19660,19660,19660,6553,6553",2019-07-07 06:56:32,2019-07-07 06:56:32
1008,"19678,19684,19685,19700,19660,6553,6553",2019-07-07 06:58:03,2019-07-07 06:58:03
1009,"17,26237,24,39,26213,13106",2019-07-07 07:09:12,2019-07-07 07:09:12
1010,"17,26237,13131,39,39321,26213",2019-07-07 07:28:18,2019-07-07 07:28:18
1011,"6553,19660,6553,6553,32767,19660",2019-07-07 07:28:59,2019-07-07 07:28:59
1012,"13106,52428",2019-07-07 07:47:47,2019-07-07 07:47:47
1013,"13124,52452,24",2019-07-07 07:50:03,2019-07-07 07:50:03
1014,"19660,45874",2019-07-07 07:50:33,2019-07-07 07:50:33
1015,"19678,45898",2019-07-07 07:52:48,2019-07-07 07:52:48
1016,"26231,39345,24,39",2019-07-07 08:03:41,2019-07-07 08:03:41
1017,"32767,19660,6553,6553,6553,6553,19660",2019-07-07 08:06:37,2019-07-07 08:06:37
1018,"26231,39345,24,39,13106,13106",2019-07-07 08:14:58,2019-07-07 08:14:58
1019,"26231,39345,13131,39,13106,13106,13106",2019-07-07 08:23:08,2019-07-07 08:23:08
1020,"32767,32767,6553,6553,6553,6553,6553",2019-07-07 08:23:38,2019-07-07 08:23:38
1021,"32785,32791,6578,6593,6553,6553,6553",2019-07-07 08:25:51,2019-07-07 08:25:51
1022,"13124,39345,24,39,13106",2019-07-07 09:20:27,2019-07-07 09:20:27
1023,"13124,39345,13131",2019-07-07 09:31:37,2019-07-07 09:31:37
1024,"6571,32791,19685",2019-07-07 09:34:24,2019-07-07 09:34:24
1025,"13124,39345,13131,39,26213,13106",2019-07-07 09:39:31,2019-07-07 09:39:31
1026,"19660,32767,6553,6553,19660,6553",2019-07-07 09:39:57,2019-07-07 09:39:57
1027,"19678,32791,6578,6593,19660,6553",2019-07-07 09:42:18,2019-07-07 09:42:18
1028,"19660,32767,19660,6553,19660,6553,6553",2019-07-07 09:48:08,2019-07-07 09:48:08
1029,"19678,32791,19685,6593,19660,6553,6553",2019-07-07 09:50:27,2019-07-07 09:50:27
1030,"19678,32791,19685",2019-07-07 10:15:57,2019-07-07 10:15:57
1031,"19660,6553,6553,6553,19660,6553,6553,6553,6553,6553,6553,6553",2019-07-07 10:17:58,2019-07-07 10:17:58
1032,"13124,26237,26238",2019-07-07 10:18:41,2019-07-07 10:18:41
1033,"19660,6553,6553,6553,6553,19660,19660",2019-07-07 11:01:38,2019-07-07 11:01:38
1034,"17,26237,26238",2019-07-07 11:02:55,2019-07-07 11:02:55
1035,"13124,26237,24,39,13106,26213",2019-07-07 11:09:36,2019-07-07 11:09:36
1036,"13124,26237,13131,39,13106,26213,13106",2019-07-07 11:17:43,2019-07-07 11:17:43
1037,"19660,19660,6553,6553,6553,19660,6553",2019-07-07 11:18:18,2019-07-07 11:18:18
1038,"19678,19684,6578,6593,6553,19660,6553",2019-07-07 11:20:27,2019-07-07 11:20:27
1039,"6571,19684,32792",2019-07-07 11:47:12,2019-07-07 11:47:12
1040,"6553,19660,32767",2019-07-07 11:47:52,2019-07-07 11:47:52
1041,"13124,13130,24,39,13106,26213",2019-07-07 12:04:05,2019-07-07 12:04:05
1042,"17,26237,13131,39,26213,26213",2019-07-07 12:34:07,2019-07-07 12:34:07
1043,"6553,19660,6553,6553,19660,19660",2019-07-07 12:34:33,2019-07-07 12:34:33
1044,"6571,19684,6578,6593,19660,19660",2019-07-07 12:36:49,2019-07-07 12:36:49
1045,"19660,6553,6553,19660,6553,6553",2019-07-07 12:42:29,2019-07-07 12:42:29
1046,"6553,19660,19660,6553,19660,19660,6553",2019-07-07 12:42:42,2019-07-07 12:42:42
1047,"6571,19684,19685,6593,19660,19660,6553",2019-07-07 12:44:59,2019-07-07 12:44:59
1048,"13106,13106,13106,13106,13106,13106",2019-07-07 12:46:06,2019-07-07 12:46:06
1049,"13124,13130,13131,13146,13106,13106",2019-07-07 12:47:42,2019-07-07 12:47:42
1050,"13124,23,13131,39,13106",2019-07-07 12:59:09,2019-07-07 12:59:09
1051,"17,13130,13131,39,26213,26213",2019-07-07 13:28:41,2019-07-07 13:28:41
1052,"6553,6553,6553,6553,19660,19660",2019-07-07 13:29:21,2019-07-07 13:29:21
1053,"6571,6577,6578,6593,19660,19660",2019-07-07 13:31:24,2019-07-07 13:31:24
1054,"17,23,24,39,13106,13106",2019-07-07 13:36:52,2019-07-07 13:36:52
1055,"13124,23,13131,39",2019-07-07 13:54:25,2019-07-07 13:54:25
1056,"17,13130,39346",2019-07-07 14:44:19,2019-07-07 14:44:19
1057,"19660,6553,6553,6553,6553,6553,6553,6553",2019-07-07 15:23:35,2019-07-07 15:23:35
1058,"17,39345,13131",2019-07-07 15:28:44,2019-07-07 15:28:44
1059,"13124,26237,13131,39,13106,13106",2019-07-07 15:39:36,2019-07-07 15:39:36
1060,"19660,19660,6553,6553,6553,6553",2019-07-07 15:40:02,2019-07-07 15:40:02
1061,"19678,19684,6578,6593,6553,6553",2019-07-07 15:42:22,2019-07-07 15:42:22
1062,"17,13130,24,13146",2019-07-07 19:04:50,2019-07-07 19:04:50
1063,"32767,32767,32767,32767",2019-07-07 20:32:45,2019-07-07 20:32:45
1064,"17,23,13131,39",2019-07-07 21:17:51,2019-07-07 21:17:51
1065,"52428,52428",2019-07-07 22:07:09,2019-07-07 22:07:09
1066,"58981,58981,58981,58981",2019-07-07 22:59:07,2019-07-07 22:59:07
1067,"17,52452,24",2019-07-08 03:15:04,2019-07-08 03:15:04
1068,"17,39345,24,39",2019-07-08 03:40:02,2019-07-08 03:40:02
1069,"32767,32767,32767,32767,32767,32767",2019-07-08 12:45:15,2019-07-08 12:45:15
1070,"654,654",2019-07-09 08:50:35,2019-07-09 08:50:35
1071,"654,654,654,654",2019-07-09 09:01:13,2019-07-09 09:01:13
1072,"19660,19660,19660,19660,19660,19660,19660",2019-07-09 09:16:20,2019-07-09 09:16:20
1073,"45874,45874,45874",2019-07-09 11:33:37,2019-07-09 11:33:37
1074,"26213,26213,26213,26213",2019-07-10 12:56:59,2019-07-10 12:56:59
1075,"792,23",2019-07-12 04:04:09,2019-07-12 04:04:09
1076,"23,24,17,39",2019-07-12 09:30:51,2019-07-12 09:30:51
1077,"39,23,17,24",2019-07-12 09:31:18,2019-07-12 09:31:18
1078,"17,6577,6578,6593,6553",2019-07-12 18:28:02,2019-07-12 18:28:02
1079,"24,6577,6571,6593,6553",2019-07-12 18:28:17,2019-07-12 18:28:17
1080,"17,23,24,6593",2019-07-12 18:33:36,2019-07-12 18:33:36
1081,"24,23,17,6593",2019-07-12 18:33:50,2019-07-12 18:33:50
1082,"17,23,24,6593,6553",2019-07-12 18:39:15,2019-07-12 18:39:15
1083,"24,23,17,6593,6553",2019-07-12 18:39:28,2019-07-12 18:39:28
1084,"17,23,6578,6593",2019-07-12 18:42:07,2019-07-12 18:42:07
1085,"24,23,6571,6593",2019-07-12 18:42:17,2019-07-12 18:42:17
1086,"36212,3428",2019-07-14 05:12:11,2019-07-14 05:12:11
1087,"24,29555,39222,62537",2019-07-15 03:23:31,2019-07-15 03:23:31
1088,"17,6577,6578,39,6553,6553,6553",2019-07-15 15:11:36,2019-07-15 15:11:36
1089,"24,6577,6571,39,6553,6553,6553",2019-07-15 15:11:48,2019-07-15 15:11:48
1090,"6571,23,24,39,6553,6553",2019-07-15 15:14:26,2019-07-15 15:14:26
1091,"6578,23,17,39,6553,6553",2019-07-15 15:14:37,2019-07-15 15:14:37
1092,"6578,6577,17,39,6553,6553",2019-07-15 15:15:29,2019-07-15 15:15:29
1093,"6571,6577,24,39,6553,6553",2019-07-15 15:15:40,2019-07-15 15:15:40
1094,"6571,23,6578,6593",2019-07-15 15:17:11,2019-07-15 15:17:11
1095,"6578,23,6571,6593",2019-07-15 15:17:26,2019-07-15 15:17:26
1096,"6578,23,17,6593",2019-07-15 15:18:18,2019-07-15 15:18:18
1097,"17,23,24,6593,6553,6553",2019-07-15 15:31:27,2019-07-15 15:31:27
1098,"24,23,17,6593,6553,6553",2019-07-15 15:31:38,2019-07-15 15:31:38
1099,6578,2019-07-16 09:30:43,2019-07-16 09:30:43
1100,"24,23,17,13146,13106",2019-07-16 12:30:14,2019-07-16 12:30:14
1101,"17,23,24,13146,13106",2019-07-16 12:30:26,2019-07-16 12:30:26
1102,13131,2019-07-16 12:50:52,2019-07-16 12:50:52
1103,"24,23,17,239",2019-07-17 20:15:45,2019-07-17 20:15:45
1104,"6553,6553,19660,6553,6553,19660,19660",2019-07-21 12:43:22,2019-07-21 12:43:22
1105,"17,23,13131,39,13106,13106,13106",2019-07-21 12:46:08,2019-07-21 12:46:08
1106,"17,12",2019-08-26 14:33:02,2019-08-26 14:33:02
1107,"13,12,23,24,0,0",2019-11-06 01:38:26,2019-11-06 01:38:26
1108,"53,61,12,60,125,50,55",2019-11-08 16:54:08,2019-11-08 16:54:08
1109,"53,55,54,50,60",2019-11-08 16:55:24,2019-11-08 16:55:24
1110,"53,50,61,55,82",2019-11-08 17:00:31,2019-11-08 17:00:31
1111,"53,54,50,61,55,82",2019-11-08 18:01:03,2019-11-08 18:01:03
1112,"53,61,81,60,50,55",2019-11-08 18:02:01,2019-11-08 18:02:01
1113,"53,61,54,50,0,55",2019-11-08 20:01:25,2019-11-08 20:01:25
1114,"53,61,81,60,50,54,55",2019-11-09 22:00:35,2019-11-09 22:00:35
1115,"53,61,54,50,57,55,82",2019-11-10 02:01:55,2019-11-10 02:01:55
1116,"53,54,61,50,12,60,77,55",2019-11-10 05:02:43,2019-11-10 05:02:43
1117,"39,82,83",2019-11-10 08:38:33,2019-11-10 08:38:33
1118,"53,50,81,12,55",2019-11-11 11:20:32,2019-11-11 11:20:32
1119,"57,55,12,53,54,50",2019-11-11 13:03:35,2019-11-11 13:03:35
1120,"53,54,61,50,12,55",2019-11-11 16:01:12,2019-11-11 16:01:12
1121,"53,60,12,55,54,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2019-11-12 14:01:09,2019-11-12 14:01:09
1122,"53,61,50,54,12,81,60,55,82",2019-11-12 15:00:33,2019-11-12 15:00:33
1123,"53,50,57,55,12,51,60,61,81",2019-11-13 00:01:04,2019-11-13 00:01:04
1124,"53,50,54,57,55,60,12",2019-11-14 18:01:59,2019-11-14 18:01:59
1125,"53,50,54,55,61,60",2019-11-14 22:43:18,2019-11-14 22:43:18
1126,"53,61,50,12,81,55,124",2019-11-14 23:28:57,2019-11-14 23:28:57
1127,"53,61,50,54,12,81,55,124",2019-11-14 23:35:20,2019-11-14 23:35:20
1128,"53,54,50,0,55",2019-11-15 00:43:00,2019-11-15 00:43:00
1129,"53,61,50,57,145,55",2019-11-15 07:51:23,2019-11-15 07:51:23
1130,"53,61,50,54,124,57,55,60",2019-11-15 10:37:47,2019-11-15 10:37:47
1131,"53,50,57,60,145,55",2019-11-15 13:44:19,2019-11-15 13:44:19
1132,"53,50,57,55,12,51,60,77",2019-11-15 21:01:33,2019-11-15 21:01:33
1133,"53,54,50,0,55,60,57,124",2019-11-16 02:53:42,2019-11-16 02:53:42
1134,"53,50,61,55,54,12",2019-11-16 15:07:33,2019-11-16 15:07:33
1135,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,50,12,81,60,55",2019-11-16 22:02:35,2019-11-16 22:02:35
1136,"55,53,50",2019-11-17 15:04:28,2019-11-17 15:04:28
1137,"53,77,61,50,54,12,60,55",2019-11-17 15:17:58,2019-11-17 15:17:58
1138,"53,54,50,61,12,55",2019-11-17 17:37:28,2019-11-17 17:37:28
1139,"53,50,57,55,12,51,60,61,81,82",2019-11-17 19:01:40,2019-11-17 19:01:40
1140,"53,61,60,50,55",2019-11-17 19:25:40,2019-11-17 19:25:40
1141,"53,54,50,61,55,82,2",2019-11-18 02:02:07,2019-11-18 02:02:07
1142,"53,55,12,61,54,50,82",2019-11-18 12:02:41,2019-11-18 12:02:41
1143,"53,57,50,55,12,60",2019-11-18 16:52:23,2019-11-18 16:52:23
1144,"53,12,55,50",2019-11-18 21:03:09,2019-11-18 21:03:09
1145,"53,61,12,50,51,55",2019-11-19 03:10:22,2019-11-19 03:10:22
1146,"53,61,12,50,51,55,54",2019-11-19 03:10:26,2019-11-19 03:10:26
1147,"53,54,61,50,12,60,77,55,82",2019-11-19 20:00:34,2019-11-19 20:00:34
1148,"53,55,81,61,54,50,82",2019-11-20 04:02:22,2019-11-20 04:02:22
1149,"53,61,50,57,55,60,12,82",2019-11-20 14:10:34,2019-11-20 14:10:34
1150,"53,77,61,50,54,12,81,60,55",2019-11-20 18:30:00,2019-11-20 18:30:00
1151,"53,50,54,57,60,145,55",2019-11-20 21:09:06,2019-11-20 21:09:06
1152,"53,61,50,54,57,12,55",2019-11-22 15:51:18,2019-11-22 15:51:18
1153,"53,60,12,55,54,50,82",2019-11-22 17:02:21,2019-11-22 17:02:21
1154,"53,61,50,54,125,55,12,60",2019-11-24 06:33:01,2019-11-24 06:33:01
1155,"53,61,60,12,55,54,50",2019-11-25 09:00:45,2019-11-25 09:00:45
1156,"53,57,61,54,50,60,55",2019-11-26 15:18:45,2019-11-26 15:18:45
1157,"53,55,50,54,82",2019-11-26 20:02:12,2019-11-26 20:02:12
1158,"53,57,55,12,51,54,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2019-11-27 00:02:32,2019-11-27 00:02:32
1159,"53,50,1,3,6,51,55,54,12,125,60",2019-11-27 14:16:07,2019-11-27 14:16:07
1160,"53,50,57,55",2019-11-27 14:26:48,2019-11-27 14:26:48
1161,"53,50,54,57,55,12,51,60,61,77,81,82",2019-11-27 15:01:31,2019-11-27 15:01:31
1162,"53,61,125,50,55,12,60",2019-11-27 16:15:41,2019-11-27 16:15:41
1163,"7,23,24,31,41,42,59,60",2019-11-27 18:03:43,2019-11-27 18:03:43
1164,"53,54,50,61,55,60,124,57",2019-11-27 19:20:19,2019-11-27 19:20:19
1165,"53,57,61,60,50,54,81,55",2019-11-29 12:12:14,2019-11-29 12:12:14
1166,"53,61,12,60,125,50,54,55",2019-12-03 05:01:11,2019-12-03 05:01:11
1167,"53,116,61,50,12,60,55,43",2019-12-03 06:00:30,2019-12-03 06:00:30
1168,"53,61,50,12,81,60,55,43",2019-12-03 06:43:23,2019-12-03 06:43:23
1169,"53,61,12,50,54,51,55",2019-12-03 09:12:47,2019-12-03 09:12:47
1170,"53,61,12,50,54,57,55,81,82",2019-12-03 12:10:27,2019-12-03 12:10:27
1171,"53,61,12,54,50,60,77,55,82",2019-12-03 18:01:15,2019-12-03 18:01:15
1172,"53,54,50,57,55,97,94,93,60,82",2019-12-03 20:27:25,2019-12-03 20:27:25
1173,"53,61,50,12,81,60,55,82,2",2019-12-04 14:09:48,2019-12-04 14:09:48
1174,"53,61,50,12,22,57,60,77,55,82",2019-12-04 17:21:20,2019-12-04 17:21:20
1175,"53,54,61,12,50,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2019-12-04 18:09:52,2019-12-04 18:09:52
1176,"53,50,57,55,12,51,60,77,82",2019-12-04 19:16:19,2019-12-04 19:16:19
1177,"53,54,61,50,12,55,82",2019-12-05 10:13:43,2019-12-05 10:13:43
1178,"53,61,50,57,12,55,60",2019-12-05 15:12:25,2019-12-05 15:12:25
1179,"53,54,61,12,50,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2019-12-05 17:00:35,2019-12-05 17:00:35
1180,"53,50,12,81,55,82",2019-12-07 03:00:31,2019-12-07 03:00:31
1181,"53,50,54,57,60,12,145,55",2019-12-07 07:00:36,2019-12-07 07:00:36
1182,"53,55,57,12,60,50,53,61,12,60,55",2019-12-07 09:50:31,2019-12-07 09:50:31
1183,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,81,60,55",2019-12-07 09:50:31,2019-12-07 09:50:31
1184,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 09:50:32,2019-12-07 09:50:32
1185,"53,55,57,12,60,50,53,61,12,81,60,55",2019-12-07 09:50:37,2019-12-07 09:50:37
1186,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 09:50:42,2019-12-07 09:50:42
1187,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 09:50:48,2019-12-07 09:50:48
1188,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 10:19:07,2019-12-07 10:19:07
1189,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 10:19:41,2019-12-07 10:19:41
1190,"53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 10:20:07,2019-12-07 10:20:07
1191,"53,55,57,12,60,50,53,55,57,12,60,50,53,61,12,60,55",2019-12-07 10:20:19,2019-12-07 10:20:19
1192,"53,50,1,3,6,51,55,54,12,60",2019-12-10 11:39:42,2019-12-10 11:39:42
1193,"53,61,50,54,57,55",2019-12-11 00:40:37,2019-12-11 00:40:37
1194,"53,116,61,50,12,60,55",2019-12-11 16:47:30,2019-12-11 16:47:30
1195,"53,61,50,54,12,81,22,57,60,77,55,82",2019-12-12 19:01:01,2019-12-12 19:01:01
1196,"53,61,60,50,54,55,82",2019-12-12 21:13:39,2019-12-12 21:13:39
1197,"23,24,16,17",2020-06-26 04:57:19,2020-06-26 04:57:19
1198,"0,24,0,23,0,17,0,39",2020-06-30 01:25:11,2020-06-30 01:25:11
1199,"21,22,23,24,56,22,64,67",2020-07-18 06:36:59,2020-07-18 06:36:59
1200,"23,24,103",2020-08-03 09:35:50,2020-08-03 09:35:50
1201,"21,22,23,24,31,56,64,67,82,83,94,95,96,12",2020-08-17 12:29:36,2020-08-17 12:29:36
1202,"21,22,23,24,31,56,64,67,94,95,96",2021-03-03 08:42:08,2021-03-03 08:42:08
1203,"8,1,3,39,16,6",2021-03-18 15:53:11,2021-03-18 15:53:11
1204,"1,3,8,6",2021-05-26 13:39:21,2021-05-26 13:39:21
1205,"13,12,23,24,56,39",2021-10-18 07:31:09,2021-10-18 07:31:09
1206,"0,23,0,24",2021-10-20 12:59:05,2021-10-20 12:59:05
1207,"0,17,0,23,0,24,0,39",2021-10-20 13:03:07,2021-10-20 13:03:07
1208,"1,8,16,14,3,39,20,6",2021-10-27 10:52:37,2021-10-27 10:52:37
1209,"8,1,3,6",2021-11-09 04:44:07,2021-11-09 04:44:07
1210,"1,6,8,3",2021-11-10 15:46:41,2021-11-10 15:46:41
1211,"21,22,23,24,31,56,64,67,82,83,94,95,96,12,32",2021-11-25 07:37:28,2021-11-25 07:37:28
1212,"13,12,23,24,56,39,7",2021-12-07 01:28:49,2021-12-07 01:28:49
1213,"23,39,17",2021-12-07 02:08:53,2021-12-07 02:08:53
1214,"17,23,24,32",2021-12-08 06:31:37,2021-12-08 06:31:37
1215,"1,8,6,3",2021-12-08 07:11:03,2021-12-08 07:11:03
1216,"8,1,3,6,39",2021-12-16 08:53:44,2021-12-16 08:53:44
1217,"32,39,82,83",2021-12-20 11:18:32,2021-12-20 11:18:32
1218,"1,20,6,8,14,3",2022-01-19 04:15:16,2022-01-19 04:15:16
1219,"1,3,8,6,25",2022-02-03 17:16:10,2022-02-03 17:16:10
1220,"1,3,20,8,6,25",2022-02-03 17:23:22,2022-02-03 17:23:22
1221,"1,20,6,8,25",2022-02-03 23:57:55,2022-02-03 23:57:55
1222,"1,20,6,8,3,25",2022-02-04 01:09:58,2022-02-04 01:09:58
1223,"8,1,25,39,16",2022-02-06 17:19:10,2022-02-06 17:19:10
1224,"1,8,6,25,20",2022-02-06 17:20:10,2022-02-06 17:20:10
1225,"8,1,3,16,6",2022-02-07 14:09:55,2022-02-07 14:09:55
1226,"1,8,16,3,39,20,6",2022-02-07 16:47:20,2022-02-07 16:47:20
1227,"1,8,6,25",2022-02-07 17:01:59,2022-02-07 17:01:59
1228,"1,6,8,3,25",2022-02-07 19:15:28,2022-02-07 19:15:28
1229,"21,22,23,24,31,56,64,67,82,83,94,95,96,32",2022-02-28 21:51:26,2022-02-28 21:51:26
1230,"1,6,8,39,3",2022-03-12 09:23:17,2022-03-12 09:23:17
1231,"14,3,39,6,1,8",2022-04-04 06:41:41,2022-04-04 06:41:41
1232,"151,11,3,39,6,1,8",2022-04-15 18:34:09,2022-04-15 18:34:09
1233,"21,22,23,24,31,56,64,94,95,96,83,32",2022-04-29 04:34:55,2022-04-29 04:34:55
1234,"151,11,3,39",2022-05-03 11:43:20,2022-05-03 11:43:20
1235,"1,8,6,16,15,28",2022-07-14 10:19:54,2022-07-14 10:19:54
1236,"1,6,8,2,3",2022-12-15 17:20:21,2022-12-15 17:20:21
1237,"1,8,6,16,15,25",2022-12-21 07:40:11,2022-12-21 07:40:11
1238,"1,3,6,39",2022-12-23 02:49:19,2022-12-23 02:49:19
1239,"8,6,1,20,39,3",2022-12-23 19:28:34,2022-12-23 19:28:34
1240,"14,3,6,1",2023-01-01 10:12:02,2023-01-01 10:12:02
1241,"8,6,1,20,39",2023-01-05 08:34:17,2023-01-05 08:34:17
1242,"21,22,23,24,31,56,64,67,94,95,96,82",2023-01-06 04:14:38,2023-01-06 04:14:38
1243,"8,6,1,20,39,25",2023-01-09 15:42:01,2023-01-09 15:42:01
1244,"0,2,120",2023-01-11 22:40:37,2023-01-11 22:40:37
1245,"8,1,3,20,6",2023-01-15 11:19:13,2023-01-15 11:19:13
1246,"1,6,8,25",2023-01-17 22:27:26,2023-01-17 22:27:26
1247,"8,6,1,20,39,3,25",2023-01-28 10:07:17,2023-01-28 10:07:17
1248,"1,8,16,3,25,39,20,6",2023-02-13 21:51:13,2023-02-13 21:51:13
1249,"8,14,1,6,3",2023-02-17 05:30:08,2023-02-17 05:30:08
1250,"1,6,8",2023-02-17 13:54:35,2023-02-17 13:54:35
1251,"1,6,8,39,3,25",2023-03-03 15:52:34,2023-03-03 15:52:34
1252,"8,1,25",2023-03-05 10:52:43,2023-03-05 10:52:43
1253,"23,24,31,32,56,83",2023-03-29 09:10:54,2023-03-29 09:10:54
1254,"7,0",2023-03-29 18:49:16,2023-03-29 18:49:16
1255,"6,4",2023-04-14 01:54:54,2023-04-14 01:54:54
1256,"1,3,20,8,6",2023-05-17 00:35:02,2023-05-17 00:35:02
1257,"1,3,20,8,16,17,6",2023-05-17 20:06:08,2023-05-17 20:06:08
1258,"9,0",2023-06-04 21:46:06,2023-06-04 21:46:06
1259,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-06-27 03:18:06,2023-06-27 03:18:06
1260,"0,120",2023-07-12 20:18:59,2023-07-12 20:18:59
1261,"23,24,31,56,82",2023-07-26 13:57:24,2023-07-26 13:57:24
1262,"118,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-20 04:00:31,2023-08-20 04:00:31
1263,"81,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-20 04:25:02,2023-08-20 04:25:02
1264,"113,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-20 13:49:59,2023-08-20 13:49:59
1265,"127,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-21 23:29:37,2023-08-21 23:29:37
1266,"135,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-24 07:21:31,2023-08-24 07:21:31
1267,"105,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-25 15:49:34,2023-08-25 15:49:34
